"key","status","en_was","en","translation"
"data.secretGems.avakas-post-hike.body","new","","Do the gorge in the morning. The narrowest point—where the sky becomes a strip—go slow. When you're done, call Avakas Winery. They're used to hikers. The Xynisteri from mountain vines has a different character. Ask. They'll tell you. Ten minutes by car from the trailhead.","Faites les gorges le matin. Au passage le plus étroit — là où le ciel devient un ruban — allez doucement. Une fois sortis, appelez le domaine Avakas. Ils ont l'habitude des randonneurs. Le Xynisteri de vignes de montagne a un autre caractère. Demandez. Ils vous raconteront. À dix minutes en voiture du départ du sentier."
"data.secretGems.avakas-post-hike.title","new","","Avakas Gorge, then Avakas Winery","Gorges d'Avakas, puis domaine Avakas"
"data.secretGems.bellapais-tree.body","new","","Durrell wrote that sitting under it made you lazy. He was right. In Bellapais square, order a coffee under the tree. A winter afternoon there is tradition. The abbey is above you. The village below. Don't rush. The tree has been there for centuries. It can wait.","Durrell écrivait que s'asseoir dessous rendait paresseux. Il avait raison. Sur la place de Bellapais, commandez un café sous l'arbre. Un après-midi d'hiver là-bas est une tradition. L'abbaye au-dessus de vous. Le village en dessous. Ne vous pressez pas. L'arbre est là depuis des siècles. Il peut attendre."
"data.secretGems.bellapais-tree.title","new","","The Tree of Idleness","L'Arbre de l'Oisiveté"
"data.secretGems.cape-greco-konnos.body","new","","Walk the Cape Greco Coastal Path in the morning. Drop down to Konnos Bay for a break—white sand, emerald water. In winter you might have it to yourself. Bring a wind layer; the cliffs funnel the breeze. Protaras or Fig Tree Bay for lunch. The trail earns the beach.","Marchez le sentier côtier du cap Greco le matin. Descendez à la baie de Konnos pour une pause — sable blanc, eau émeraude. En hiver, elle sera peut-être à vous. Prenez un coupe-vent ; les falaises canalisent la brise. Déjeuner à Protaras ou à Fig Tree Bay. Le sentier mérite la plage."
"data.secretGems.cape-greco-konnos.title","new","","Cape Greco: trail then Konnos","Cap Greco : le sentier, puis Konnos"
"data.secretGems.choirokoitia-mist.body","new","","Winter mornings can be misty. Go early. The hilltop settlement feels suspended between past and present. Seven thousand years. The defensive wall makes sense from the top. Climb there first. The reconstructed dwellings, the round houses—you'll see the layout. Allow an hour and a half. Then Lefkara for lace and lunch. Or the Cyprus Museum in Nicosia for context. Choirokoitia deserves the morning.","Les matins d'hiver peuvent être brumeux. Allez-y tôt. Le site perché semble suspendu entre passé et présent. Sept mille ans. Le mur défensif prend sens vu d'en haut. Montez-y d'abord. Les habitations rondes reconstituées — vous verrez le plan. Comptez une heure et demie. Puis Lefkara pour la dentelle et le déjeuner. Ou le Musée de Chypre à Nicosie pour le contexte. Choirokoitia mérite la matinée."
"data.secretGems.choirokoitia-mist.title","new","","Choirokoitia: misty morning","Choirokoitia : matin de brume"
"data.secretGems.domes-atupon.body","new","","Atypon means 'unexpected'—ask about it. Their Atypon 02 (Assyrtiko & Xynisteri) and Rosé Maratheftiko 2024 surprise people who think they know Cypriot wine. Skarinou is a short drive from Larnaca or Limassol. Indigenous varieties only. Can't visit? Order from their online shop. Book tastings ahead.","Atypon veut dire « inattendu » — demandez-la. L'Atypon 02 (Assyrtiko et Xynisteri) et le rosé Maratheftiko 2024 surprennent ceux qui croient connaître le vin chypriote. Skarinou est à un court trajet de Larnaca ou Limassol. Cépages indigènes uniquement. Pas le temps de passer ? Ils ont une boutique en ligne. Réservez les dégustations à l'avance."
"data.secretGems.domes-atupon.title","new","","Domes Sergiou: the Atypon range","Domes Sergiou : la gamme Atypon"
"data.secretGems.episkopi-winter-sun.body","new","","When Gerakopetra is freezing, Episkopi south face catches January sun. Start 11am. Lower overhangs dry faster after rain. Zambartas winery on the way down. The Paphos climber's weekday secret.","Quand Gerakopetra gèle, la face sud d'Episkopi attrape le soleil de janvier. Commencez à onze heures. Les surplombs du bas sèchent plus vite après la pluie. Le domaine Zambartas sur la route du retour. Le secret de semaine des grimpeurs de Paphos."
"data.secretGems.episkopi-winter-sun.title","new","","Episkopi crag: winter sun session","Falaise d'Episkopi : session au soleil d'hiver"
"data.secretGems.eptagoneia-kafenion-beta.body","new","","Locals know which limestone blocks dry first after rain—the east-facing ones by Kellaki road. Coffee first. Then a half-day on rock between Klirou and Arakapas without the Laona drive.","Les gens d'ici savent quels blocs de calcaire sèchent en premier après la pluie — ceux orientés à l'est, près de la route de Kellaki. Le café d'abord. Puis une demi-journée sur le rocher entre Klirou et Arakapas, sans la route de la Laona."
"data.secretGems.eptagoneia-kafenion-beta.title","new","","Eptagoneia: ask at the kafenion","Eptagoneia : demandez au kafenion"
"data.secretGems.fikardou-square.body","new","","The village was nearly abandoned. Now it's a living museum. You can walk it in twenty minutes. Give yourself an hour. Stand in the square. Listen. The wooden balconies. The stone. The Pitsilia region rolls away. The museum key lives at the Folk Art Museum—ask there. The Rural Life Museum tells how mountain families survived. Step back. The silence is the gift.","Le village était presque abandonné. C'est aujourd'hui un musée vivant. On en fait le tour en vingt minutes. Donnez-vous une heure. Tenez-vous sur la place. Écoutez. Les balcons de bois. La pierre. La Pitsilia déroule ses collines. La clé du musée vit au Musée d'art populaire — demandez là-bas. Le Musée de la vie rurale raconte comment les familles de montagne ont survécu. Reculez d'un pas. Le silence est le cadeau."
"data.secretGems.fikardou-square.title","new","","Fikardou: stand in the square","Fikardou : tenez-vous sur la place"
"data.secretGems.foini-potters.body","new","","Foini is known for pottery. The workshops are in the village. Ask at any shop—they'll point you. Watch a potter at the wheel. The smell of clay and wood smoke. They're proud of the craft. It's not a show; it's how they work. Quieter than Omodos. The village has a different rhythm. Combine with Platres or a Troodos trail. Foini rewards the curious. Give yourself a morning.","Foini est connu pour la poterie. Les ateliers sont dans le village. Demandez dans n'importe quelle boutique — on vous indiquera. Regardez un potier au tour. L'odeur d'argile et de feu de bois. Ils sont fiers du métier. Ce n'est pas un spectacle ; c'est ainsi qu'ils travaillent. Plus calme qu'Omodos. Le village a un autre rythme. Combinez avec Platres ou un sentier du Troodos. Foini récompense les curieux. Donnez-vous une matinée."
"data.secretGems.foini-potters.title","new","","Foini: watch a potter","Foini : regardez un potier"
"data.secretGems.governors-beach-cliffs.body","new","","White cliffs above dark volcanic sand. On a mild December afternoon you can sit outside with a blanket. The fish is fresh. Do Kourion or Kolossi in the morning, fish at lunch. Fifteen minutes from Kourion. Zambartas winery is an easy add-on. The contrast—white cliffs, dark sand—is striking in winter light.","Des falaises blanches au-dessus d'un sable volcanique sombre. Par un doux après-midi de décembre, on s'assied dehors avec une couverture. Le poisson est frais. Kourion ou Kolossi le matin, poisson à midi. À quinze minutes de Kourion. Le domaine Zambartas s'ajoute facilement. Le contraste — falaises blanches, sable sombre — saisit dans la lumière d'hiver."
"data.secretGems.governors-beach-cliffs.title","new","","Governor's Beach: white cliffs, dark sand","Governor's Beach : falaises blanches, sable sombre"
"data.secretGems.governors-coves.body","new","","The coast has a string of coves. Don't stop at the first. Drive along. Find a pocket. The white cliffs, the dark volcanic sand—the contrast is striking in winter light. On a mild December afternoon, the cliff tavernas do lunch. Sit outside with a blanket. The fish is fresh. Amathus and Kourion are fifteen minutes away. Ruins in the morning, fish at lunch. The coast rewards the patient.","La côte est un chapelet de criques. Ne vous arrêtez pas à la première. Longez. Trouvez votre recoin. Les falaises blanches, le sable volcanique sombre — le contraste saisit dans la lumière d'hiver. Par un doux après-midi de décembre, les tavernes de la falaise servent à déjeuner. Asseyez-vous dehors avec une couverture. Le poisson est frais. Amathonte et Kourion sont à quinze minutes. Ruines le matin, poisson à midi. La côte récompense les patients."
"data.secretGems.governors-coves.title","new","","Governor's Beach: find your cove","Governor's Beach : trouvez votre crique"
"data.secretGems.green-bay-turtle-rock.body","new","","Prasinada Bay. Walk-in shore dive or snorkel. The fish rock is centre bay; turtles often cruise the seagrass on the east side. Winter visibility beats summer. 5mm wetsuit. Morning before wind picks up.","La baie de Prasinada. Plongée du bord ou masque et tuba. Le rocher aux poissons est au centre ; les tortues croisent souvent au-dessus des herbiers, côté est. La visibilité d'hiver bat celle d'été. Combinaison 5 mm. Le matin, avant que le vent se lève."
"data.secretGems.green-bay-turtle-rock.title","new","","Green Bay: east side for turtles","Green Bay : les tortues côté est"
"data.secretGems.ineia-kafenion-intel.body","new","","Before Gerakopetra, stop at Ineia square. Order coffee. Ask if the gravel track is dry. The kafenion knows. Climbers who skip this step sometimes turn back muddy. The village also has the last loo before the crag. Small things matter.","Avant Gerakopetra, arrêtez-vous sur la place d'Ineia. Commandez un café. Demandez si la piste est sèche. Le kafenion sait. Les grimpeurs qui sautent cette étape rebroussent parfois chemin, boueux. Le village a aussi les dernières toilettes avant la falaise. Les petites choses comptent."
"data.secretGems.ineia-kafenion-intel.title","new","","Ineia kafenion: ask about the road","Kafenion d'Ineia : demandez l'état de la piste"
"data.secretGems.kakopetria-psarovrasto.body","new","","Trout poached in wine and herbs. The tavernas line the Kryos Potamos. Do Caledonia or Kryos Potamos loop in the morning, Kakopetria for lunch. Galata's UNESCO painted churches are nearby—allow time to wander. Fireplace, mountain air. Kakopetria knows hikers. Psaróvrasto is the order.","Truite pochée au vin et aux herbes. Les tavernes bordent le Kryos Potamos. Caledonia ou la boucle du Kryos Potamos le matin, Kakopetria à midi. Les églises peintes UNESCO de Galata sont proches — gardez du temps pour flâner. Cheminée, air de montagne. Kakopetria connaît les randonneurs. Le psaróvrasto est la commande."
"data.secretGems.kakopetria-psarovrasto.title","new","","Kakopetria: psaróvrasto by the river","Kakopetria : psaróvrasto au bord de la rivière"
"data.secretGems.kalavasos-tenta-first.body","new","","Tenta Neolithic site—7,000 years, domed structures, open in winter. Do it before Lefkara lace. The contrast matters. Zygi fish lunch on the coast after. Mild corridor between Larnaca and Limassol.","Le site néolithique de Tenta — sept mille ans, structures en dôme, ouvert en hiver. Voyez-le avant la dentelle de Lefkara. Le contraste compte. Puis un déjeuner de poisson à Zygi, sur la côte. Le corridor doux entre Larnaca et Limassol."
"data.secretGems.kalavasos-tenta-first.title","new","","Kalavasos: Tenta before Lefkara","Kalavasos : Tenta avant Lefkara"
"data.secretGems.kalopanagiotis-springs.body","new","","Everyone visits the Venetian bridge. The thermal springs are at the edge of the village—ask at the museum or any local. A soak in winter feels like a gift. The valley is cold, the water is warm. Go early. The bridge after. Lampadistis church. In that order.","Tout le monde visite le pont vénitien. Les sources thermales sont en bordure du village — demandez au musée ou à n'importe quel habitant. Un bain en hiver a des airs de cadeau. La vallée est froide, l'eau est chaude. Allez-y tôt. Le pont ensuite. L'église de Lampadistis. Dans cet ordre."
"data.secretGems.kalopanagiotis-springs.title","new","","The thermal springs before the bridge","Les sources thermales avant le pont"
"data.secretGems.kato-platres-trout.body","new","","Do Artemis or Caledonia from Platres in the morning. Skip the square crowds. Eat at Psilo Dendro in Kato Platres—trout by the river, fire going. The sound of the Kryos Potamos. Locals' pairing.","Artemis ou Caledonia depuis Platres le matin. Évitez la foule de la place. Mangez au Psilo Dendro de Kato Platres — la truite au bord de la rivière, le feu allumé. Le bruit du Kryos Potamos. L'enchaînement des gens d'ici."
"data.secretGems.kato-platres-trout.title","new","","Kato Platres: river after the trail","Kato Platres : la rivière après le sentier"
"data.secretGems.kiti-angeloktisti.body","new","","Kiti village, near Larnaca airport. The church of Angeloktisti—built by angels, the legend says—holds a 6th-century mosaic of the Virgin and Child. One of the oldest surviving Byzantine mosaics in the eastern Mediterranean. Most tour buses skip it. The village is quiet. The church is small, intimate. Allow forty minutes. Combine with Zygi for fish lunch, or Larnaca. It's the kind of detour that changes your sense of the island.","Le village de Kiti, près de l'aéroport de Larnaca. L'église Angeloktisti — bâtie par les anges, dit la légende — abrite une mosaïque de la Vierge à l'Enfant du VIe siècle. L'une des plus anciennes mosaïques byzantines conservées de Méditerranée orientale. La plupart des cars la sautent. Le village est calme. L'église petite, intime. Comptez quarante minutes. Combinez avec Zygi pour un déjeuner de poisson, ou Larnaca. Le genre de détour qui change votre idée de l'île."
"data.secretGems.kiti-angeloktisti.title","new","","Kiti: the church the buses miss","Kiti : l'église que les cars ratent"
"data.secretGems.kolios-meze-cash.body","new","","The meze at Kolios isn't tourist meze—it's village food, cooked by the owner's wife. Authentic. Book one or two days ahead. February is quiet; you'll have the mountain views and the cellar mostly to yourself. They may not take cards—bring cash. The wine is €5–14 at the cellar, well below retail. The Iris white, from the rare Spourtiko grape, is a standout. Chrysorrogiatissa is ten minutes away; do both in a morning.","Le mezze de Kolios n'est pas un mezze pour touristes — c'est une cuisine de village, préparée par la femme du patron. Authentique. Réservez un ou deux jours à l'avance. Février est calme ; la vue sur la montagne et la cave seront presque à vous. Ils ne prennent peut-être pas la carte — prenez du liquide. Le vin est à 5–14 € à la cave, bien sous le prix boutique. Le blanc Iris, du rare cépage Spourtiko, se détache. Chrysorrogiatissa est à dix minutes ; faites les deux dans la matinée."
"data.secretGems.kolios-meze-cash.title","new","","Kolios: book the lunch, bring cash","Kolios : réservez le déjeuner, prenez du liquide"
"data.secretGems.kolossi-sugar-mill.body","new","","Everyone pays for the castle. The sugar mill ruins beside it are free. Walk over. Commandaria was made here for eight hundred years. The stones are atmospheric. Rarely crowded. Do the castle first—climb to the roof. Then the ruins. Pair with Zambartas (Limassol) or Kolios (Paphos hills) for a tasting. Thirty minutes at Kolossi. The rest of the afternoon for wine.","Tout le monde paie pour le château. Les ruines de la sucrerie à côté sont gratuites. Traversez. On a fait du Commandaria ici pendant huit cents ans. Les pierres ont de l'atmosphère. Rarement du monde. Le château d'abord — montez sur le toit. Puis les ruines. Combinez avec Zambartas (Limassol) ou Kolios (collines de Paphos) pour une dégustation. Trente minutes à Kolossi. Le reste de l'après-midi pour le vin."
"data.secretGems.kolossi-sugar-mill.title","new","","Kolossi: the free bit","Kolossi : la partie gratuite"
"data.secretGems.kormakitis-maronite.body","new","","North Cyprus. Kormakitis is one of four Maronite villages—Arabic-speaking Cypriots who've been here since the 12th century. The church, the square, the sense of a culture that has survived. It's not on the main tourist loop. You need a car. But if you're exploring the north—Bellapais, St Hilarion, Kyrenia—add Kormakitis. The village speaks a different Cyprus. Winter mornings are quiet. The light on the stone is worth the drive.","Chypre du Nord. Kormakitis est l'un des quatre villages maronites — des Chypriotes arabophones installés ici depuis le XIIe siècle. L'église, la place, le sentiment d'une culture qui a survécu. Ce n'est pas sur la boucle touristique. Il faut une voiture. Mais si vous explorez le nord — Bellapais, St Hilarion, Kyrenia — ajoutez Kormakitis. Le village parle une autre Chypre. Les matins d'hiver sont calmes. La lumière sur la pierre vaut la route."
"data.secretGems.kormakitis-maronite.title","new","","Kormakitis: the Maronite village","Kormakitis : le village maronite"
"data.secretGems.kouklia-cafe.body","new","","Palaipafos sits in the village. There's a café. Order a coffee. The ruins are over your shoulder. The pace here is slower than Paphos harbour. Fewer tour buses. The temple of Aphrodite, the Roman mosaics—they're right there. Sit. The village doesn't rush. Neither should you.","Palaipafos est posé dans le village même. Il y a un café. Commandez un café. Les ruines par-dessus votre épaule. Le rythme ici est plus lent qu'au port de Paphos. Moins d'autocars. Le temple d'Aphrodite, les mosaïques romaines — ils sont juste là. Asseyez-vous. Le village ne se presse pas. Vous non plus."
"data.secretGems.kouklia-cafe.title","new","","Kouklia: the café with the ruins","Kouklia : le café aux ruines"
"data.secretGems.kourion-bench-lunch.body","new","","There's a bench at the far edge of the theatre facing the sea. Go at 4pm in December—the light hits the ruins. You'll have it to yourself on a weekday. Then Episkopi village for meze. Kourion in the morning, Episkopi for lunch. Governor's Beach is fifteen minutes away if you want fish instead.","Au bord du théâtre, un banc fait face à la mer. Allez-y à seize heures en décembre — la lumière frappe les ruines. En semaine, il sera à vous. Puis le village d'Episkopi pour un mezze. Kourion le matin, Episkopi à midi. Governor's Beach est à quinze minutes si vous préférez le poisson."
"data.secretGems.kourion-bench-lunch.title","new","","Kourion: the bench, then Episkopi","Kourion : le banc, puis Episkopi"
"data.secretGems.kourion-bench.body","new","","Nobody talks about the bench that faces the sea. It's at the far edge of the theatre, looking down over the bay. Go at 4pm in December. The light hits the ruins, the coast glows. You'll have it to yourself on a weekday. Governor's Beach is fifteen minutes away—ruins in the morning, fish at lunch.","Personne ne parle du banc qui fait face à la mer. Il est tout au bord du théâtre, dominant la baie. Allez-y à seize heures en décembre. La lumière frappe les ruines, la côte s'embrase. En semaine, vous l'aurez pour vous. Governor's Beach est à quinze minutes — ruines le matin, poisson à midi."
"data.secretGems.kourion-bench.title","new","","The bench at Kourion","Le banc de Kourion"
"data.secretGems.kritou-terra-akamas.body","new","","Before Polis, before the Baths of Aphrodite. Kritou Terra sits in the hills above the Akamas. A few hundred people. A kafenion. No tour buses. The views run down to the coast. Stop for a coffee if you're driving to Lara or the Adonis trailhead. The village doesn't expect you. That's the point. The road through is scenic. Take it slow.","Avant Polis, avant les Bains d'Aphrodite. Kritou Terra est posé dans les collines au-dessus de l'Akamas. Quelques centaines d'habitants. Un kafenion. Aucun autocar. Les vues descendent jusqu'à la côte. Arrêtez-vous pour un café si vous roulez vers Lara ou le départ du sentier Adonis. Le village ne vous attend pas. C'est justement l'idée. La route qui le traverse est superbe. Prenez-la lentement."
"data.secretGems.kritou-terra-akamas.title","new","","Kritou Terra: the Akamas village","Kritou Terra : le village de l'Akamas"
"data.secretGems.kyperounta-fire-tower.body","new","","At km 2.5 on the Madari Ridge trail, there's a fire watchtower. Climb it if you can. The 360° views are worth the extra steps. Kyperounta Winery is nearby—among Europe's highest wineries by altitude. Combine the trail with a tasting. Call ahead. They're used to hikers. The valley light in winter is golden. Don't skip the tower.","Au deuxième kilomètre et demi du sentier de Madari se dresse une tour de guet anti-incendie. Montez-y si vous le pouvez. Le panorama complet vaut les marches en plus. Le domaine Kyperounta est tout près — parmi les plus hauts vignobles d'Europe. Combinez le sentier avec une dégustation. Appelez avant. Ils ont l'habitude des randonneurs. La lumière de la vallée en hiver est dorée. Ne sautez pas la tour."
"data.secretGems.kyperounta-fire-tower.title","new","","Madari Ridge: the fire tower","Crête de Madari : la tour de guet"
"data.secretGems.kyperounta-snow.body","new","","At 1,400m Kyperounta is among Europe's highest wineries by facility altitude—Tsiakkas's Petralona vineyard reaches higher still. Call ahead in Jan–Feb—snow can close the road. December or March are safer. Wrap up warm; the tasting room has heaters but the drive up is half the adventure. Combine with Olympus Summit or Artemis trail. The high-altitude wines have minerality you won't find at sea level.","À 1 400 m, Kyperounta est parmi les plus hautes caves d'Europe — le vignoble Petralona de Tsiakkas monte plus haut encore. Appelez avant en janvier–février — la neige peut fermer la route. Décembre ou mars sont plus sûrs. Couvrez-vous ; la salle de dégustation est chauffée, mais la montée est la moitié de l'aventure. Combinez avec le sommet de l'Olympe ou le sentier Artemis. Les vins d'altitude ont une minéralité introuvable au niveau de la mer."
"data.secretGems.kyperounta-snow.title","new","","Kyperounta: Europe's highest","Kyperounta : les sommets de l'Europe"
"data.secretGems.lagoudera-araka-key.body","new","","Panagia tou Araka—1192 frescoes, among the finest Komnenian work on the island. Key from the village. Short steep walk. See it before lunch in Kakopetria. Dress modestly. Winter cloud in the valley; the church often clear above.","Panagia tou Araka — fresques de 1192, parmi les plus beaux ensembles comnènes de l'île. La clé se demande au village. Courte montée raide. Voyez-la avant le déjeuner à Kakopetria. Habillez-vous sobrement. Nuages d'hiver dans la vallée ; l'église souvent dégagée au-dessus."
"data.secretGems.lagoudera-araka-key.title","new","","Lagoudera: Araka church key","Lagoudera : la clé de l'église d'Araka"
"data.secretGems.laiki-geitonia-market.body","new","","Nicosia's old town. Laiki Geitonia is the restored neighbourhood—narrow streets, craft shops, cafés. Fewer tour groups than Ledra. Wander. Find the market street. In winter the light hits the stone. Combine with Leventis or the buffer zone crossing. It's where locals still shop for herbs and honey. The kind of place that feels lived-in, not staged.","La vieille ville de Nicosie. Laiki Geitonia est le quartier restauré — ruelles étroites, ateliers d'artisans, cafés. Moins de groupes que sur Ledra. Flânez. Trouvez la rue du marché. En hiver, la lumière frappe la pierre. Combinez avec le Leventis ou la traversée de la zone tampon. Les gens d'ici y achètent encore herbes et miel. Le genre d'endroit qui semble habité, pas mis en scène."
"data.secretGems.laiki-geitonia-market.title","new","","Laiki Geitonia: the old town market","Laiki Geitonia : le marché de la vieille ville"
"data.secretGems.lara-picnic.body","new","","No sunbeds. No bars. Raw coast. Pack a picnic, bring water. In winter the turtles are gone and the beach is empty. You might see no one for hours. 4WD recommended for the access road. The golden sand, the turquoise water—this is the Akamas. Bring it with you. Leave nothing.","Pas de transats. Pas de bars. Une côte brute. Prévoyez un pique-nique, emportez de l'eau. En hiver, les tortues sont parties et la plage est vide. Vous pouvez ne croiser personne pendant des heures. 4x4 recommandé pour la piste d'accès. Le sable doré, l'eau turquoise — c'est l'Akamas. Apportez tout. Ne laissez rien."
"data.secretGems.lara-picnic.title","new","","Lara Beach: pack a picnic","Plage de Lara : prévoyez un pique-nique"
"data.secretGems.larnaca-cycle-tochni-start.body","new","","Park at Tochni square, roll toward Kalavasos and down to Zygi for lunch. Reverse the loop if the wind is off the sea. Forty kilometres, mostly quiet. Tenta ruins if you have thirty minutes to spare.","Garez-vous sur la place de Tochni, roulez vers Kalavasos et descendez à Zygi pour déjeuner. Inversez la boucle si le vent vient de la mer. Quarante kilomètres, presque tout du calme. Les ruines de Tenta s'il vous reste trente minutes."
"data.secretGems.larnaca-cycle-tochni-start.title","new","","Orange Valley: start at Tochni","Vallée des Oranges : départ à Tochni"
"data.secretGems.latsi-quiet-alternative.body","new","","Closer to the Baths of Aphrodite trailhead than Polis. Simpler, quieter. Do Adonis or Aphrodite in the morning, Latsi for lunch before the loop back. Fresh fish, harbour views. The drive along the coast is part of the day. Less crowded than Polis harbour. Vasilikon winery on the loop home.","Plus près du départ des Bains d'Aphrodite que Polis. Plus simple, plus calme. Adonis ou Aphrodite le matin, Latsi pour déjeuner avant la boucle du retour. Poisson frais, vue sur le port. La route côtière fait partie de la journée. Moins fréquenté que le port de Polis. Le domaine Vasilikon sur le chemin du retour."
"data.secretGems.latsi-quiet-alternative.title","new","","Latsi: the quiet harbour","Latsi : le port tranquille"
"data.secretGems.ledra-buffer-zone.body","new","","The pedestrian crossing into the buffer zone. Mid-morning, 11am, the light is soft and the queues are shorter. Walk through. The empty shops, the UN posts, the line painted on the ground. It takes five minutes. The weight of it stays. Combine with Leventis or a Ledra café. Don't rush the crossing. It matters.","Le passage piéton vers la zone tampon. En milieu de matinée, vers onze heures, la lumière est douce et la file plus courte. Traversez. Les boutiques vides, les postes de l'ONU, la ligne peinte au sol. Cela prend cinq minutes. Le poids, lui, reste. Combinez avec le Leventis ou un café sur Ledra. Ne pressez pas la traversée. Elle compte."
"data.secretGems.ledra-buffer-zone.title","new","","Ledra Street: cross at 11am","Rue Ledra : traversez à onze heures"
"data.secretGems.lefkara-kato.body","new","","Everyone goes to Pano Lefkara first. Start in Kato Lefkara instead—the lower village. Quieter. The lacemakers sit in doorways. Fewer tour groups. Walk up to Pano when you're ready. The silver shops are in both. Kato has the pace.","Tout le monde va d'abord à Pano Lefkara. Commencez plutôt par Kato Lefkara — le village d'en bas. Plus calme. Les dentellières sont assises sur le pas des portes. Moins de groupes. Montez à Pano quand vous serez prêts. Les argenteries sont dans les deux. Kato a le bon rythme."
"data.secretGems.lefkara-kato.title","new","","Skip Pano. Start in Kato.","Laissez Pano. Commencez par Kato."
"data.secretGems.leventis-first.body","new","","Most visitors head straight to the Cyprus Museum. Go to Leventis first. It's free, intimate, tells Nicosia's story in a way the big museum can't. Two hours. Then Cyprus Museum. The context will make Kourion, Pafos, Choirokoitia come alive. On a rainy day: Leventis, then a café on Ledra Street. You'll thank yourself.","La plupart des visiteurs filent droit au Musée de Chypre. Allez d'abord au Leventis. Gratuit, intime, il raconte Nicosie comme le grand musée ne le peut pas. Deux heures. Puis le Musée de Chypre. Avec ce contexte, Kourion, Paphos, Choirokoitia prendront vie. Un jour de pluie : Leventis, puis un café sur la rue Ledra. Vous vous remercierez."
"data.secretGems.leventis-first.title","new","","Leventis before Cyprus Museum","Leventis avant le Musée de Chypre"
